"ID","classes_opendata","classes_travail","terme_corpus","terme_ressources","terme_valeurs","terme_sources","terme_materiaux","terme_mesures","terme_stat","terme_jeuxdo","terme_basedo","terme_pipeline","terme_brutes","terme_nettoyees","terme_negatives","reprofam","quali_tracabilite","quali_replicabilite","quali_reproductibilite","quali_explicabilite","quali_rechouv","quali_openschol","quali_transparence","partagerestreint","partagecontrole","partageligne","partagelicence","oblig_comedit","oblig_comethique","oblig_financeur","oblig_partenaire","oblig_non","oblig_nonapp","dispo_amov","dispo_envoi","dispo_mail","dispo_servsecu","dispo_datapaper","dispo_supplem","dispo_site","dispo_cloudnoninst","dispo_cloudinst","dispo_entrepgal","dispo_entrepdiscip","dispo_git","dispo_nsp","dispo_nonapp","limite_habitude","limite_valo","limite_doute","limite_temps","limite_mesusage","reutilisable","reutilise","mettredispo_cahiers","mettredispo_logiciels","mettredispo_doc","mettredispo_metado","mettredispo_protocole","mettredispo_blog","conserv_ordiperso","conserv_ordiprof","conserv_externe","conserv_servint","conserv_servinst","conserv_servautre","conserv_servinfrastr","conserv_servprive","conserv_web","conserv_archivage","conserv_nonappl","collab_cahier","collab_bdd","collab_dosspartage","collab_redacpartage","collab_codepartage","collab_wiki","collab_gestionproj","collab_seul","connsoutien","bénésoutien","oksoutien","soutien_fi","soutien_rh","soutien_infrastr","soutien_tech","soutien_forma","soutien_jur","soutien_ethique","soutien_nonapp","aide_amont","aide_constitution","aide_traitement","aide_stockage","aide_misedispo","aide_valo","aide_publi","aide_nonappl","aidequi_speetab","aidequi_sepecentres","aidequi_labo","aidequi_liste","aidequi_platef","aidequi_formation","aidequi_JE","aidequi_nonappl","anciennete","structure","fct_perma","fct_nonperma","fct_IT","fct_bib","fct_autre","statut","disc_dt","disc_inf","disc_lsh","disc_math","disc_pluri","disc_vie","disc_inge","disc_terre","disc_matiere","specialite","sexe","envir_labo","envir_clinique","envir_terrain","envir_bibarchives","envir_modele","envir_theoredac","plus_tech","plus_expe","plus_autom","plus_dorares","plus_dostandards","plus_theo","plus_workflow","plus_modeli","plus_support","temps_collecte","temps_numeriser","temps_corpus","temps_nettoyer","temps_structurer","temps_analyser","temps_modeliser","temps_visu","temps_qualifier","temps_archiver","temps_qualite","temps_disporech","temps_com","temps_formation","source_terrain","source_instru","source_bddOA","source_bddabo","source_bddcoll","source_article","source_web","source_archive","produit_fichierordi","produit_fichierhteperf","produit_norme","produit_script","produit_logiciel","produit_notesnum","produit_notespap","tailleequipe","wavec_perman","wavec_nonperman","wavec_IT","wavec_SI","wavec_bib","wavec_jur","wavec_valo","wavec_scouv","wavec_manag","wavec_com","wavec_intnat","sysOS","log_tab","log_tabsci","log_bdd","log_visu","log_stat","log_image","log_datasci","log_prog","log_entrep","log_nonapp","outil_moi","outil_equipe","outil_parten","outil_employeur","outil_reso","outil_liste","outil_formation","outil_colloque","outil_informel","outil_veille","outil_nonapp","forma_equipe","forma_parten","forma_atelier","forma_informel","forma_mooc","forma_presentiel","forma_continue","forma_tuto","forma_papier","forma_nonapp"
1100,4,2,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Tout à fait","Oui","Non","Oui","Non","Oui","Non","Oui","Souvent","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","non","non","oui","oui","Oui","Jamais","Non","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","NA","NA","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","psychologie","Une femme","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","moins","moins","plus","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non"
1104,4,2,"Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Tout à fait","Non","Non","Oui","Oui","Non","Non","Oui","Toujours","Parfois","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","oui","non","oui","oui","non","Je ne sais pas","Jamais","Non","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","NA","NA","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Plus de dix ans","NA","Oui","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","psychologie","Une femme","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","moins","NA","NA","moins","moins","moins","moins","moins","moins","NA","moins","NA","NA","NA","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non"
1147,4,2,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Assez","Non","Oui","Oui","Oui","Non","Non","Oui","Parfois","Parfois","Souvent","Jamais","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","oui","non","non","Je ne sais pas","Jamais","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Parfois","insatisfait","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Cinq à dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","psychologie","Un homme","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","plus","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non"
1170,4,2,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Assez","Non","Oui","Oui","Non","Non","Non","Oui","Souvent","Parfois","Parfois","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","oui","non","non","oui","non","Oui","Parfois","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","psychologie","Un homme","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","moins","NA","NA","moins","moins","plus","moins","moins","NA","moins","moins","moins","moins","NA","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non"
68,2,2,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Pas du tout","Oui","Non","Non","Oui","Oui","Non","Oui","Jamais","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","non","oui","non","Non","Parfois","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","moins","moins","moins","moins","plus","plus","moins","NA","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
97,1,2,"Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Peu","Non","Non","Non","Oui","Non","Non","Non","NA","NA","NA","NA","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","oui","non","oui","non","non","Non applicable","Parfois","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","autre","Non","Non","Non","Non","Non","autre","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","NA","NA","NA","NA","NA","plus","NA","NA","NA","moins","moins","moins","NA","NA","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","MacOS","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non"
104,3,2,"Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Assez","Non","Non","Non","Oui","Non","Non","Oui","Toujours","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","non","oui","oui","oui","non","Non","Souvent","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Parfois","nini","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","moins","NA","NA","moins","NA","plus","NA","moins","NA","moins","moins","moins","NA","NA","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non"
118,5,2,"Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Assez","Oui","Non","Non","Oui","Non","Non","Oui","Souvent","Souvent","Jamais","Jamais","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","non","non","oui","oui","non","Je ne sais pas","Jamais","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Toujours","nini","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Plus de dix ans","NA","Non","Non","Oui","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","plus","NA","moins","moins","moins","moins","NA","NA","moins","moins","moins","NA","moins","moins","Oui","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Oui","11plus","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non"
132,2,2,"Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Oui","Non","Non","Oui","Oui","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","oui","oui","Non","Parfois","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Souvent","insatisfait","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Plus de dix ans","CNRS","Non","Non","Oui","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","NA","NA","moins","NA","NA","NA","NA","NA","moins","moins","NA","NA","moins","plus","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","2a5","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non"
135,2,2,"Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Oui","Non","Non","Oui","Oui","Non","Non","Souvent","Jamais","Jamais","Jamais","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","non","oui","non","non","Non","Parfois","Non","Oui","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","insatisfait","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","NA","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non"
144,3,2,"Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Peu","Non","Non","Non","Oui","Oui","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","oui","non","non","oui","non","Je ne sais pas","Souvent","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Non","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","CNRS","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","moins","moins","moins","moins","moins","moins","NA","NA","NA","moins","moins","moins","moins","moins","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","6a10","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non"
149,4,2,"Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Assez","Oui","Non","Oui","Non","Non","Non","Non","Parfois","Jamais","Parfois","Parfois","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","oui","non","non","non","non","Non","Parfois","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","NA","NA","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Plus de dix ans","CNRS","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","moins","NA","NA","moins","NA","moins","NA","moins","NA","moins","moins","NA","NA","NA","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non"
161,2,2,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Peu","Non","Non","Non","Oui","Oui","Non","Non","Toujours","Parfois","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","non","non","oui","Oui","Parfois","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Jamais","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","moins","moins","NA","moins","plus","NA","NA","moins","NA","moins","NA","moins","moins","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","6a10","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non"
168,4,2,"Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Assez","Oui","Oui","Non","Oui","Non","Non","Non","Souvent","Jamais","Jamais","Jamais","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","oui","non","non","non","Oui","Souvent","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","moins","NA","moins","moins","NA","moins","NA","NA","NA","NA","NA","NA","NA","NA","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Oui","11plus","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non"
180,2,2,"Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Non","Non","Non","Non","Non","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","non","non","non","non","Oui","Jamais","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","tressat","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Cinq à dix ans","NA","Non","Oui","Non","Non","Non","autre","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","plus","moins","moins","moins","moins","plus","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","6a10","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non"
182,2,2,"Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Assez","Oui","Non","Non","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","non","oui","Je ne sais pas","Parfois","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Parfois","nini","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Plus de dix ans","école","Oui","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","moins","moins","moins","moins","moins","moins","NA","moins","NA","moins","NA","moins","NA","Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non"
190,2,2,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Assez","Non","Oui","Non","Oui","Non","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","non","oui","non","oui","Oui","Parfois","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Parfois","insatisfait","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Plus de dix ans","école","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","sociologie","Un homme","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","moins","NA","moins","NA","NA","moins","NA","NA","NA","moins","NA","NA","NA","moins","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","6a10","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non"
