"ID","classes_opendata","classes_travail","terme_corpus","terme_ressources","terme_valeurs","terme_sources","terme_materiaux","terme_mesures","terme_stat","terme_jeuxdo","terme_basedo","terme_pipeline","terme_brutes","terme_nettoyees","terme_negatives","reprofam","quali_tracabilite","quali_replicabilite","quali_reproductibilite","quali_explicabilite","quali_rechouv","quali_openschol","quali_transparence","partagerestreint","partagecontrole","partageligne","partagelicence","oblig_comedit","oblig_comethique","oblig_financeur","oblig_partenaire","oblig_non","oblig_nonapp","dispo_amov","dispo_envoi","dispo_mail","dispo_servsecu","dispo_datapaper","dispo_supplem","dispo_site","dispo_cloudnoninst","dispo_cloudinst","dispo_entrepgal","dispo_entrepdiscip","dispo_git","dispo_nsp","dispo_nonapp","limite_habitude","limite_valo","limite_doute","limite_temps","limite_mesusage","reutilisable","reutilise","mettredispo_cahiers","mettredispo_logiciels","mettredispo_doc","mettredispo_metado","mettredispo_protocole","mettredispo_blog","conserv_ordiperso","conserv_ordiprof","conserv_externe","conserv_servint","conserv_servinst","conserv_servautre","conserv_servinfrastr","conserv_servprive","conserv_web","conserv_archivage","conserv_nonappl","collab_cahier","collab_bdd","collab_dosspartage","collab_redacpartage","collab_codepartage","collab_wiki","collab_gestionproj","collab_seul","connsoutien","bénésoutien","oksoutien","soutien_fi","soutien_rh","soutien_infrastr","soutien_tech","soutien_forma","soutien_jur","soutien_ethique","soutien_nonapp","aide_amont","aide_constitution","aide_traitement","aide_stockage","aide_misedispo","aide_valo","aide_publi","aide_nonappl","aidequi_speetab","aidequi_sepecentres","aidequi_labo","aidequi_liste","aidequi_platef","aidequi_formation","aidequi_JE","aidequi_nonappl","anciennete","structure","fct_perma","fct_nonperma","fct_IT","fct_bib","fct_autre","statut","disc_dt","disc_inf","disc_lsh","disc_math","disc_pluri","disc_vie","disc_inge","disc_terre","disc_matiere","specialite","sexe","envir_labo","envir_clinique","envir_terrain","envir_bibarchives","envir_modele","envir_theoredac","plus_tech","plus_expe","plus_autom","plus_dorares","plus_dostandards","plus_theo","plus_workflow","plus_modeli","plus_support","temps_collecte","temps_numeriser","temps_corpus","temps_nettoyer","temps_structurer","temps_analyser","temps_modeliser","temps_visu","temps_qualifier","temps_archiver","temps_qualite","temps_disporech","temps_com","temps_formation","source_terrain","source_instru","source_bddOA","source_bddabo","source_bddcoll","source_article","source_web","source_archive","produit_fichierordi","produit_fichierhteperf","produit_norme","produit_script","produit_logiciel","produit_notesnum","produit_notespap","tailleequipe","wavec_perman","wavec_nonperman","wavec_IT","wavec_SI","wavec_bib","wavec_jur","wavec_valo","wavec_scouv","wavec_manag","wavec_com","wavec_intnat","sysOS","log_tab","log_tabsci","log_bdd","log_visu","log_stat","log_image","log_datasci","log_prog","log_entrep","log_nonapp","outil_moi","outil_equipe","outil_parten","outil_employeur","outil_reso","outil_liste","outil_formation","outil_colloque","outil_informel","outil_veille","outil_nonapp","forma_equipe","forma_parten","forma_atelier","forma_informel","forma_mooc","forma_presentiel","forma_continue","forma_tuto","forma_papier","forma_nonapp"
470,2,2,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Assez","Non","Non","Non","Non","Non","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","oui","non","Non","Jamais","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","insatisfait","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Plus de dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","2a5","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non"
471,3,2,"Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Assez","Oui","Oui","Non","Non","Non","Non","Non","Parfois","Jamais","Jamais","Parfois","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","oui","non","oui","oui","non","Non","Parfois","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","plutotsat","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","moins","moins","moins","NA","NA","moins","moins","NA","NA","moins","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","11plus","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non"
556,4,2,"Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Assez","Non","Non","Oui","Non","Oui","Non","Oui","Souvent","Non applicable","Non applicable","Non applicable","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","oui","non","non","Oui","Souvent","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Jamais","nini","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Cinq à dix ans","autre","Oui","Non","Non","Non","Non","fonct","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","moins","moins","plus","NA","NA","NA","NA","moins","moins","NA","NA","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","2a5","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non"
570,3,2,"Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Peu","Non","Non","Oui","Non","Non","Non","Oui","Souvent","Parfois","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","oui","non","non","non","oui","Je ne sais pas","Parfois","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Parfois","nini","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Cinq à dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","plus","moins","moins","NA","NA","plus","NA","NA","plus","NA","NA","plus","NA","NA","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non"
585,2,2,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Assez","Non","Non","Non","Oui","Non","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","non","oui","non","non","Non","Parfois","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Jamais","NA","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Cinq à dix ans","autre","Non","Oui","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","moins","NA","moins","NA","moins","moins","NA","NA","NA","NA","NA","NA","moins","NA","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
590,3,2,"Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Oui","Non","Non","Oui","Non","Non","Oui","Souvent","Parfois","Jamais","Parfois","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","non","oui","oui","non","non","Non","Parfois","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Jamais","nini","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Plus de dix ans","CNRS","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","moins","moins","moins","NA","moins","moins","moins","NA","NA","NA","NA","NA","moins","NA","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non","2a5","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Windows","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
623,2,2,"Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Assez","Oui","Oui","Non","Non","Oui","Non","Non","Parfois","Jamais","Parfois","Jamais","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","oui","non","non","non","Je ne sais pas","Parfois","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","nini","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Cinq à dix ans","NA","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","moins","NA","plus","NA","NA","NA","NA","NA","NA","NA","NA","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","2a5","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non"
728,1,2,"Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Peu","Oui","Non","Non","Non","Oui","Non","Oui","NA","NA","Toujours","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","non","oui","non","oui","non","Oui","Parfois","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Jamais","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","école","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","moins","moins","moins","moins","moins","moins","NA","moins","moins","moins","moins","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","2a5","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Windows","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non"
888,5,2,"Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Assez","Non","Oui","Oui","Non","Oui","Non","Non","Toujours","Jamais","Toujours","Toujours","Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","oui","oui","non","oui","non","Oui","Souvent","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Jamais","tressat","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","2a5","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","MacOS","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non"
1007,3,2,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Assez","Oui","Non","Oui","Non","Oui","Non","Oui","Souvent","Parfois","Jamais","NA","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","oui","non","oui","oui","non","Oui","Parfois","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Parfois","plutotsat","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","moins","moins","NA","NA","moins","NA","moins","moins","moins","NA","moins","moins","NA","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","2a5","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non"
1149,3,2,"Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Non","Non","Non","Oui","Non","Non","Non","NA","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","oui","oui","non","oui","non","Je ne sais pas","Toujours","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Moins de cinq ans","Université","Non","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","plus","NA","NA","NA","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non"
1162,3,2,"Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Peu","Oui","Non","Oui","Oui","Non","Non","Non","Souvent","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","oui","oui","non","Oui","Souvent","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Parfois","plutotsat","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","2a5","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non"
35,3,2,"Oui","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Tout à fait","Oui","Oui","Oui","Oui","Oui","Non","Oui","Jamais","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","oui","non","oui","oui","non","Oui","Souvent","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Parfois","plutotsat","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","moins","NA","NA","NA","NA","plus","moins","NA","moins","NA","moins","moins","NA","moins","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","2a5","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non"
233,3,2,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Assez","Oui","Non","Non","Non","Oui","Non","Oui","Parfois","Jamais","Parfois","Parfois","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","non","non","non","oui","non","Oui","Souvent","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Cinq à dix ans","Université","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","moins","NA","moins","moins","moins","plus","moins","NA","moins","moins","NA","moins","NA","NA","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","2a5","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Windows","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non"
495,5,2,"Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Tout à fait","Non","Oui","Oui","Non","Oui","Non","Oui","Jamais","Parfois","Souvent","Parfois","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","oui","oui","non","non","non","Oui","Souvent","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Cinq à dix ans","école","Non","Non","Oui","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Un homme","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","2a5","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","LinuxUnix","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non"
617,3,2,"Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Oui","Non","Oui","Oui","Non","Non","Oui","Parfois","Souvent","Jamais","Non applicable","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","oui","oui","non","oui","oui","Oui","Parfois","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Parfois","plutotsat","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Moins de cinq ans","Université","Non","Non","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","plus","moins","moins","moins","Oui","Non","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non"
701,5,2,"Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Assez","Non","Non","Oui","Oui","Oui","Non","Oui","Souvent","Parfois","Jamais","Jamais","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","non","non","non","non","non","Oui","Parfois","Non","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Parfois","plutotsat","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","Université","Non","Non","Oui","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","moins","NA","NA","moins","moins","moins","NA","NA","moins","moins","moins","NA","NA","NA","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","6a10","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non"
